Y,customerid,prob
0,DTCV0045HHFGS_0,0.1646620667001732
0,DTCV0097_0,0.2693004625520036
0,DTCV0099_0,0.16403119847763664
0,DTCV0315_0,0.12821493541882448
0,DTCV0323_0,0.1389435396134726
0,DTCV0329_0,0.4450000073541515
0,DTCV0333_0,0.5194795727485235
0,DTCV0336_0,0.31902990824813177
0,DTCV0404_0,0.4177184299617892
0,DTCV0412_0,0.09727899515350501
0,DTCV0417_0,0.14251404219772199
0,DTCV0418_0,0.4228252807915034
0,DTCV0420_0,0.44921424564568657
0,DTCV0434_0,0.3089325795764381
0,DTCV0507_0,0.34665450874700626
0,DTCV0523_0,0.31005059816763947
0,DTCV0816_0,0.24908527011066076
0,DTCV0822_0,0.35047189450158817
0,DTCV0911_0,0.11537270712427247
0,DTCV0922_0,0.5315310403546003
0,DTCV1132_0,0.3221696998295228
0,DTCV120301_0,0.1799469131757562
0,DTCV1206SYFGS_0,0.38311196816580156
0,DTCV130201_0,0.26230773317461376
0,DTCV1403_0,0.15887877269066136
0,DTCV1409_0,0.418729586741645
0,DTCV1410_0,0.2435930119531897
0,DTCV1505_0,0.18360719107393791
0,DTCV1612_0,0.23563155036082592
0,DTCV1613_0,0.26441119420374376
0,DTCV1704_0,0.07905018911352085
0,DTCV1715_0,0.196998144633357
0,DTCV1723_0,0.3354650616901572
0,DTCV1738_0,0.3683116281032948
0,DTCV1748_0,0.18549026523557796
0,DTCV1802_0,0.11968191510477462
0,DTCV180302_0,0.1705301399363636
0,DTCV1809_0,0.23006840310650745
0,DTCV1813_0,0.2223834939892708
0,DTCV1822_0,0.26084962624028757
0,DTCV1823_0,0.2472039257848318
0,DTCV1828_0,0.18295042659717917
0,DTCV1833_0,0.1282431538777225
0,DTCV1835_0,0.2271555784307636
0,DTCV1908_0,0.30833810518115706
0,DTCV1920_0,0.14294136238341226
0,DTCV2007_0,0.2833830848638171
0,DTCV2015_0,0.28503426114778196
0,DTCV2017_0,0.177325908907326
0,DTCV2022_0,0.41129297899004424
0,DTCV2025_0,0.4307839213813274
0,DTCV2029_0,0.29786766089553185
0,DTCV2036_0,0.2618594092846696
0,DTCV2213_0,0.32767747390195767
0,DTCV2304_0,0.2513548808581332
0,DTCV2414_0,0.3014618938452056
0,DTCV2602_0,0.3763015821758396
0,DTCV2810_0,0.2410053167250823
0,DTCV3319_0,0.43147978887721056
0,DTCV3504_0,0.1456193388845535
0,DTD20305_0,0.27914654971200703
0,DTDV021001_0,0.12994603370153665
0,DTDV0301_0,0.14537825869506826
0,DTDV0309_0,0.2004798675639277
0,DTDV2110_0,0.2620251680956981
0,DTFC0008FDFGS_0,0.1078132801295122
0,IMMIMD00401_0,0.4120845254542228
0,IMMIMD01401WHFGS_0,0.49982283320417226
0,IMMIMD015_0,0.26175043325546143
0,IMMIMD027_0,0.4002828496540801
0,IMMIMD030_0,0.22505947118038527
0,IMMIMD818_0,0.3795028027962917
0,IMMIMD906_0,0.26562438077565015
0,IMMIMD928_0,0.43386007913798036
0,IMMIMD939_0,0.306617384037241
0,IMMIMD953_0,0.2608321547505422
0,IMMIMM058_0,0.2574747765412911
0,IMMIMM074_0,0.2592330422842126
0,SMCFFSR2032_0,0.5385055901191748
0,SMCFFSR2522_0,0.3411243273393957
0,SMCFFSR5311_0,0.2187533243189163
0,SMCFFSR5716_0,0.41041952783710567
0,SMCFFSR5718_0,0.1245919921940912
0,SMCFFSR5903_0,0.09469254379099869
0,SMCFFSR7901_0,0.30816725171140086
0,SMCFFSR8901_0,0.2113635375524048
0,SMCRWMQ2009_0,0.14139611023631615
0,SMCRWMQ200J_0,0.3726236460153544
0,SMCRWMQ200R_0,0.2807636229150155
0,SMCRWMQ2030_0,0.4078963141850252
0,SMCRWMQ2041_0,0.21679896466460727
0,SMCRWMQ2083_0,0.11565407744588323
0,SMCRWMQ2084_0,0.1446289392996898
0,SMCRWMQ2135_0,0.23845447277170118
0,SMCRWMQ2149_0,0.09696974084424977
0,SMCRWMQ2150_0,0.2745870917014346
0,SMCRWMQ2156_0,0.1999649466021849
0,SMCRWMQ2322_0,0.2497052530895609
0,SMCRWMQ250N_0,0.23760137657015426
0,SMCRWMQ251J_0,0.1257411115851742
0,SMCRWMQ251K_0,0.18681641491376602
0,SMCRWMQ251M_0,0.2938062091042776
0,SMCRWMQ2572_0,0.11892324743068344
0,SMCRWMQ2743_0,0.28897930066567773
0,SMCRWMQ2747_0,0.26861161767880276
0,SMCRWMQ2749_0,0.209882787978011
0,SMCRWMQ2829_0,0.12406100626413565
0,SMCRWMQ2833_0,0.31677076307538854
0,SMCRWMQ2836_0,0.21873192024983143
0,SMCRWMQ2852_0,0.22147374466343525
0,SMCRWMQ2870_0,0.1847506982491733
0,SMCRWMQ2872_0,0.1282501300831347
0,SMCRWMQ2875_0,0.2275004178133255
0,SMCRWMQ2924_0,0.24032951829760996
0,SMCRWMQ2932_0,0.09725016656445383
0,SMCRWMQ3148_0,0.39368367117990427
0,SMCRWMQ3151_0,0.22931778584135795
0,SMCRWMQ3164_0,0.27198163303341527
0,SMCRWMQ3171_0,0.21694602090026335
0,SMCRWMQ3536_0,0.24172137069640948
0,SMCRWMQ370J_0,0.25242625309379857
0,SMCRWMQ370S_0,0.23640785123596653
0,SMCRWMQ3743_0,0.11035588179771194
0,SMCRWMQ3791_0,0.17559459916792616
0,SMCRWMQ4725_0,0.4124832809127717
0,SMCRWMQ530Q_0,0.14906917438242856
0,SMCRWMQ5316_0,0.1088107646331344
0,SMCRWMQ531D_0,0.11621912494435423
0,SMCRWMQ531K_0,0.22874151872643028
0,SMCRWMQ531M_0,0.23657610016480438
0,SMCRWMQ5527_0,0.16311223058362584
0,SMCRWMQ5537_0,0.4663604146005252
0,SMCRWMQ5539_0,0.22781522742254257
0,SMCRWMQ5541_0,0.27037768880283447
0,SMCRWMQ5554_0,0.18712586175233262
0,SMCRWMQ5558_0,0.10988087191784747
0,SMCRWMQ5561_0,0.3056022757504731
0,SMCRWMQ5565_0,0.22640059107125698
0,SMCRWMQ570A_0,0.19950831300223104
0,SMCRWMQ570Y_0,0.14729798929033203
0,SMCRWMQ5771_0,0.27907049363797126
0,SMCRWMQ5901_0,0.07356032679719104
0,SMCRWMQ5947_0,0.21363309176337034
0,SMCRWMQ7306_0,0.14204120168955928
0,SMCRWMQ7320_0,0.14098001957108278
0,SMCRWMQ7321_0,0.13990118734890494
0,SMCRWMQ7333_0,0.4199615290702503
0,SMCRWMQ7345_0,0.3131249146194472
0,SMCRWMQ7736_0,0.3332897680584894
0,SMCRWMQ7920_0,0.3914771086227257
0,SMCRWMQ7928_0,0.19654410583473306
0,SMCRWMQ7929_0,0.2558745273597153
0,SMCRWMQ7930_0,0.1403587952186055
0,SMCRWMQ7934_0,0.21674182672189327
0,SMCRWMQ8526_0,0.32826784253959307
0,SMCRWMQ8537_0,0.10923369989073695
0,SMCRWMQ8709_0,0.1652111488474472
0,SMCRWMQ8720_0,0.11578112718014894
0,SMCRWMQ8725_0,0.31830215651813365
0,SMCRWMQ8731_0,0.10011931700483005
0,SMCRWMQ8735_0,0.13050516096695122
0,SMCRWMQ8740_0,0.1523879516928131
0,SMCRWMQ9510_0,0.45721252746787017
0,SMCRWMQA003_0,0.31004205053227507
0,SMCRWMQA005_0,0.15560620505774403
0,SMCRWMQA012_0,0.24148667364393034
0,SMCRWMQA018_0,0.3092677864574262
0,SMCRWSQ2011_0,0.1812061303859465
0,SMCRWSQ2015_0,0.1324488148128698
0,SMCRWSQ2035_0,0.21858203140825583
0,SMCRWSQ2046_0,0.36435994232317964
0,SMCRWSQ2047_0,0.2021525486511411
0,SMCRWSQ2066_0,0.21059420754773567
0,SMCRWSQ2068_0,0.46420198061358436
0,SMCRWSQ2086_0,0.5315310403546003
0,SMCRWSQ2092_0,0.3318269333302628
0,SMCRWSQ2096_0,0.17332118786600811
0,SMCRWSQ2137_0,0.10875884222570487
0,SMCRWSQ2318_0,0.15600447853329458
0,SMCRWSQ2412_0,0.29721154531806315
0,SMCRWSQ2420_0,0.22468267953786628
0,SMCRWSQ2435_0,0.19126641253422394
0,SMCRWSQ2440_0,0.21702910326752353
0,SMCRWSQ250B_0,0.248023898449366
0,SMCRWSQ250D_0,0.24172206896417459
0,SMCRWSQ250S_0,0.10842550797314014
0,SMCRWSQ250X_0,0.08657563082830994
0,SMCRWSQ2511_0,0.09247939439556654
0,SMCRWSQ2516_0,0.18222122762461604
0,SMCRWSQ2517_0,0.1753853947790427
0,SMCRWSQ251C_0,0.17453655633113224
0,SMCRWSQ2576_0,0.1126448668030663
0,SMCRWSQ2588_0,0.24376174468927742
0,SMCRWSQ2598_0,0.2053781256227236
0,SMCRWSQ2741_0,0.24716177501795303
0,SMCRWSQ2805_0,0.22122187251563383
0,SMCRWSQ2810_0,0.1490201656088253
0,SMCRWSQ2812_0,0.28978126079373673
0,SMCRWSQ2816_0,0.17447137421613815
0,SMCRWSQ2820_0,0.12915395949022515
0,SMCRWSQ2825_0,0.24688361084133814
0,SMCRWSQ2837_0,0.1527541642741515
0,SMCRWSQ2856_0,0.10974932667220756
0,SMCRWSQ2862_0,0.3305328611329005
0,SMCRWSQ2865_0,0.23735410247757904
0,SMCRWSQ2868_0,0.1759158950541637
0,SMCRWSQ2906_0,0.14024985504878199
0,SMCRWSQ2933_0,0.2608013451746236
0,SMCRWSQ3111_0,0.18827701468443975
0,SMCRWSQ3113_0,0.10085389314419083
0,SMCRWSQ3120_0,0.18601159124110359
0,SMCRWSQ3123_0,0.14149668803806056
0,SMCRWSQ3128_0,0.12311112865603321
0,SMCRWSQ3138_0,0.4204046206503212
0,SMCRWSQ3158_0,0.2297724743863087
0,SMCRWSQ3166_0,0.11334791087531008
0,SMCRWSQ3510_0,0.12856428589651156
0,SMCRWSQ3520_0,0.22342998323161017
0,SMCRWSQ3525_0,0.24089755224899756
0,SMCRWSQ3527_0,0.27981789921613553
0,SMCRWSQ3532_0,0.2294396506324038
0,SMCRWSQ3534_0,0.5046580120698883
0,SMCRWSQ3702_0,0.12239290875996543
0,SMCRWSQ370G_0,0.15786776620200757
0,SMCRWSQ3727_0,0.11415856573730254
0,SMCRWSQ3737_0,0.2172667054835686
0,SMCRWSQ3754_0,0.22814386836152534
0,SMCRWSQ3755_0,0.1887988003258082
0,SMCRWSQ3772_0,0.16364197552366438
0,SMCRWSQ3776_0,0.18727551950271049
0,SMCRWSQ3795_0,0.14232737967109246
0,SMCRWSQ4519_0,0.24766026574866928
0,SMCRWSQ4731_0,0.4423963195906153
0,SMCRWSQ4732_0,0.2769427751064682
0,SMCRWSQ4741_0,0.1785732659514576
0,SMCRWSQ5307_0,0.13841812029423417
0,SMCRWSQ530E_0,0.28493806660007487
0,SMCRWSQ530G_0,0.17149854670553633
0,SMCRWSQ531H_0,0.21855388238592258
0,SMCRWSQ5329_0,0.10842550797314014
0,SMCRWSQ5336_0,0.1561818139226471
0,SMCRWSQ5338_0,0.15957354616704916
0,SMCRWSQ5345_0,0.1091921213045969
0,SMCRWSQ5357_0,0.1009778772771544
0,SMCRWSQ5378_0,0.3638224653181091
0,SMCRWSQ5379_0,0.12895661512571926
0,SMCRWSQ5397_0,0.19462075663466097
0,SMCRWSQ5557_0,0.11952239139902328
0,SMCRWSQ5560_0,0.2271044849149255
0,SMCRWSQ5564_0,0.2552441064090222
0,SMCRWSQ5709_0,0.23864193356830435
0,SMCRWSQ570S_0,0.12693267906342218
0,SMCRWSQ5721_0,0.3406293745987123
0,SMCRWSQ5743_0,0.15496687691460084
